tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,retweeted_status_id,retweeted_status_user_id,expanded_urls,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo,stage,calculated_rating,most_likely_breed,retweet_count,favorite_count
8.90007E+17,,,7/26/2017 0:31,Twitter for iPhone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,,,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",13,10,Koda,,,,,,1.3,Samoyed,6120,26973
8.89881E+17,,,7/25/2017 16:11,Twitter for iPhone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,,,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13,10,Bruno,,,,,,1.3,French_bulldog,4145,24506
8.89665E+17,,,7/25/2017 1:55,Twitter for iPhone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,,,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13,10,,,,,puppo,puppo,1.3,Pembroke,8312,41910
8.89639E+17,,,7/25/2017 0:10,Twitter for iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,,,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12,10,Ted,,,,,,1.2,French_bulldog,3702,23605
8.89531E+17,,,7/24/2017 17:02,Twitter for iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,,,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13,10,Stuart,,,,puppo,puppo,1.3,golden_retriever,1874,13321
8.89279E+17,,,7/24/2017 0:19,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,,,https://twitter.com/dog_rates/status/889278841981685760/video/1,13,10,Oliver,,,,,,1.3,whippet,4426,22052
8.88917E+17,,,7/23/2017 0:22,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,,,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,Jim,,,,,,1.2,golden_retriever,3747,25527
8.88805E+17,,,7/22/2017 16:56,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,,,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13,10,Zeke,,,,,,1.3,golden_retriever,3518,22409
8.88555E+17,,,7/22/2017 0:23,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,,,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,Ralphus,,,,,,1.3,Siberian_husky,2868,17266
8.88078E+17,,,7/20/2017 16:49,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,,,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,Gerald,,,,,,1.2,French_bulldog,2886,19115
8.87705E+17,,,7/19/2017 16:06,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,,,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,,,,,,1.3,basset,4522,26553
8.87517E+17,,,7/19/2017 3:39,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,,,https://twitter.com/dog_rates/status/887517139158093824/video/1,14,10,such,,,,,,1.4,,9820,40607
8.87474E+17,,,7/19/2017 0:47,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,,,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,Canela,,,,,,1.3,Pembroke,14973,60028
8.87343E+17,,,7/18/2017 16:08,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,,,https://twitter.com/dog_rates/status/887343217045368832/video/1,13,10,,,,,,,1.3,Mexican_hairless,8788,29515
8.87101E+17,,,7/18/2017 0:07,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,,,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,,,,,,,1.2,Samoyed,4975,26916
8.86983E+17,,,7/17/2017 16:17,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,,,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,Maya,,,,,,1.3,Chihuahua,6294,30275
8.86737E+17,,,7/16/2017 23:58,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",,,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,Mingus,,,,,,1.3,kuvasz,2619,10466
8.8668E+17,,,7/16/2017 20:14,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,,,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,Derek,,,,,,1.3,,3723,19676
8.86366E+17,,,7/15/2017 23:25,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,,,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,,,pupper,,pupper,1.2,French_bulldog,2614,18501
8.86258E+17,,,7/15/2017 16:17,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,,,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,,,,,,1.3,pug,5262,24459
8.85985E+17,,,7/14/2017 22:10,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,,,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,,,,,,1.2,Blenheim_spaniel,5592,28526
8.85529E+17,,,7/13/2017 15:58,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,,,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,,,,,,1.3,pug,5311,31522
8.85168E+17,,,7/12/2017 16:03,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,,,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13,10,,,,,,,1.3,malamute,3655,19203
8.84926E+17,,,7/12/2017 0:01,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",,,https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,,,,,,1.2,Italian_greyhound,14959,67086
8.84877E+17,,,7/11/2017 20:47,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,,,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,Lola,,,,,,1.3,chow,4648,24324
8.84563E+17,,,7/11/2017 0:00,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,,,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,,,,,,1.3,pug,3897,21264
8.84442E+17,,,7/10/2017 15:58,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",,,https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,,,,,,,1.4,Pembroke,4779,23802
8.84163E+17,,,7/9/2017 21:29,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,,,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,doggo,,,,doggo,1.2,German_shepherd,2494,17908
8.83838E+17,,,7/9/2017 0:00,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,,,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,,,,,,1.2,Doberman,2850,19110
8.83483E+17,,,7/8/2017 0:28,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",,,"https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5,10,Bella,,,,,,0.5,golden_retriever,8232,40079
8.83361E+17,,,7/7/2017 16:22,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,,,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,,floofer,,,floofer,1.3,chow,3061,19896
8.83118E+17,,,7/7/2017 0:17,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",,,"https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13,10,,,,,,,1.3,golden_retriever,5513,32414
8.82992E+17,,,7/6/2017 15:58,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,,,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13,10,Rusty,,,,,,1.3,Eskimo_dog,3232,20929
8.82763E+17,,,7/6/2017 0:46,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,,,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,,,pupper,,pupper,1.2,Labrador_retriever,4080,24721
8.82627E+17,,,7/5/2017 15:48,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,,,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,,,,,,1.3,Pembroke,5047,24545
8.82268E+17,,,7/4/2017 16:01,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,,,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,,,,,,1.3,golden_retriever,9591,39075
8.82046E+17,,,7/4/2017 1:18,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",,,"https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13,10,Koko,,,,,,1.3,golden_retriever,4070,25651
8.81907E+17,,,7/3/2017 16:04,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,,,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,Rey,,,,,,1.2,Weimaraner,2842,21394
8.81667E+17,,,7/3/2017 0:11,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,,,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,,,,,,1.3,Saluki,8922,44432
8.81536E+17,,,7/2/2017 15:32,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",,,https://twitter.com/dog_rates/status/881536004380872706/video/1,14,10,,,,pupper,,pupper,1.4,Samoyed,13357,43329
8.81268E+17,,,7/1/2017 21:49,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,,,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12,10,Elliot,,,,,,1.2,,4486,20440
8.80936E+17,,,6/30/2017 23:47,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,,,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13,10,Louis,,,,,,1.3,,2329,15012
8.80872E+17,,,6/30/2017 19:35,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,,,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12,10,,,,,,,1.2,Pembroke,3194,18672
8.80466E+17,,,6/29/2017 16:39,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,,,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,Bella,,,,,,1.2,golden_retriever,5198,24956
8.80221E+17,,,6/29/2017 0:27,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,,,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12,10,Jesse,,,,,,1.2,Chihuahua,3453,23597
8.80096E+17,,,6/28/2017 16:09,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,,,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11,10,,,,,,,1.1,miniature_pinscher,3638,24257
8.79862E+17,,,6/28/2017 0:42,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,,,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13,10,Romeo,,,,,,1.3,basset,2916,19658
8.79492E+17,,,6/27/2017 0:10,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,,,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12,10,Bailey,,,,,,1.2,German_short-haired_pointer,2622,20661
8.79416E+17,,,6/26/2017 19:07,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,,,https://twitter.com/dog_rates/status/879415818425184262/video/1,13,10,Duddles,,,,,,1.3,English_springer,37305,92592
8.79376E+17,,,6/26/2017 16:31,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,,,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12,10,Jack,,,,,,1.2,Labrador_retriever,2637,14820
8.79051E+17,,,6/25/2017 18:56,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,,,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11,10,Steven,,,,,,1.1,,3939,19766
8.79008E+17,,,6/25/2017 16:07,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,,,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13,10,Beau,,,,,,1.3,vizsla,2233,16742
8.78776E+17,,,6/25/2017 0:45,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,,,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",13,10,Snoopy,,,,puppo,puppo,1.3,Italian_greyhound,3422,17093
8.78282E+17,,,6/23/2017 16:00,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",,,"https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13,10,Shadow,,,,,,1.3,basset,1073,6762
8.78058E+17,,,6/23/2017 1:10,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,,,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14,10,Emmy,,,,,,1.4,French_bulldog,5716,37050
8.77736E+17,,,6/22/2017 3:54,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,,,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",13,10,Aja,,,,,,1.3,Chesapeake_Bay_retriever,15744,69098
8.77556E+17,,,6/21/2017 15:58,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,,,https://twitter.com/dog_rates/status/877556246731214848/photo/1,12,10,Penny,,,,,,1.2,basset,3157,19848
8.77317E+17,,,6/21/2017 0:06,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",,,"https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",13,10,Dante,,,,,,1.3,Saluki,4328,24078
8.77202E+17,,,6/20/2017 16:29,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,,,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",12,10,Nelly,,,,,,1.2,Pembroke,4609,23792
8.76838E+17,,,6/19/2017 16:24,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,,,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",12,10,Ginger,,,pupper,,pupper,1.2,bloodhound,2796,18176
8.76484E+17,,,6/18/2017 16:57,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,,,https://twitter.com/dog_rates/status/876484053909872640/photo/1,13,10,Benedict,,,,,,1.3,golden_retriever,1992,16522
8.7612E+17,,,6/17/2017 16:52,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",,,https://twitter.com/dog_rates/status/876120275196170240/photo/1,13,10,Venti,,,,,,1.3,Bernese_mountain_dog,3892,24632
8.75748E+17,,,6/16/2017 16:11,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",,,https://twitter.com/dog_rates/status/875747767867523072/photo/1,13,10,Goose,,,,,,1.3,Labrador_retriever,3572,22049
8.75144E+17,,,6/15/2017 0:13,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,,,https://twitter.com/dog_rates/status/875144289856114688/video/1,13,10,Nugget,,,,,,1.3,Siberian_husky,4136,19380
8.75021E+17,,,6/14/2017 16:04,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,,,"https://twitter.com/dog_rates/status/875021211251597312/photo/1,https://twitter.com/dog_rates/status/875021211251597312/photo/1",12,10,,,,,,,1.2,West_Highland_white_terrier,3957,22497
8.7468E+17,,,6/13/2017 17:29,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,,,https://twitter.com/dog_rates/status/874680097055178752/photo/1,12,10,Cash,,,,,,1.2,Labrador_retriever,3908,24545
8.74297E+17,,,6/12/2017 16:06,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,,,https://twitter.com/dog_rates/status/874296783580663808/photo/1,13,10,Jed,,,pupper,,pupper,1.3,cocker_spaniel,3472,22902
8.74058E+17,,,6/12/2017 0:15,Twitter for iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",,,https://twitter.com/dog_rates/status/874057562936811520/photo/1,12,10,,,,,,,1.2,flat-coated_retriever,3369,20061
8.74013E+17,,,6/11/2017 21:18,Twitter for iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",,,"https://twitter.com/dog_rates/status/874012996292530176/photo/1,https://twitter.com/dog_rates/status/874012996292530176/photo/1",13,10,Sebastian,,,,puppo,puppo,1.3,Cardigan,8562,30047
8.7358E+17,,,6/10/2017 16:39,Twitter for iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",,,https://twitter.com/dog_rates/status/873580283840344065/photo/1,13,10,,,,,,,1.3,Newfoundland,3334,21334
